Total Network Latency (s),Total Computing Latency (s),Throughput (kbps),Selected Bitrate (kbps)
1.8009257356111967,1.6336554642571564,9769.584717137022,8000
1.1417072655397253,0.8915864301095973,16502.501370951504,15000
2.0549801416222544,1.8503320687848301,8591.997308328475,8000
1.5224620222310115,1.1899809489349227,12370.55759575168,8000
1.0755761438797111,1.305520891864064,14092.005280044674,8000
0.9043102417589861,0.996856570308797,17649.388673845457,15000
1.1399744004385246,1.0808314511916386,15109.124453796652,15000
2.529791680810592,2.004672984740139,7399.866241084639,4000
1.2635153790308875,1.0296683417018206,14632.247602594542,8000
0.7589617528106596,0.688997063129108,23173.609380748992,15000
1.4960856952490413,1.232249903503023,12298.498768020963,8000
0.9246528444875812,0.8466373191878318,18943.498184608456,15000
1.1418545568110845,1.671497249852304,11926.852489804776,8000
1.51964489954113,2.1769159620170533,9077.202636900736,8000
1.722687441473627,1.7532128445347568,9653.450685874786,8000
0.8330708446986936,0.95696079291825,18745.161423331476,15000
1.3332785389992534,1.083286564074197,13885.17609450066,8000
0.6903556889729422,1.0203826606098985,19614.00585202417,15000
1.7224985864717959,1.2826623075418513,11165.602502961236,8000
1.0288830856063969,1.5425694723856884,13048.82405693727,8000
1.004979731828412,1.1419101709541841,15629.32125979535,15000
1.2861724847500036,1.2853617239450539,13048.409733980334,8000
1.1884403318211405,1.457878767109081,12679.662106344027,8000
1.229350143197964,1.0395364690041065,14788.941774147854,8000
1.19677273673158,0.9190786102132487,15858.596138358553,15000
1.2189672106257674,0.9170650331461447,15708.766615221086,15000
0.8836656020389899,1.0393155983948175,17449.173186108328,15000
0.7547140317016728,0.9329157489559198,19882.57874124819,15000
1.3790102008504268,1.0694917207305805,13704.0660267621,8000
1.982345121773455,1.8057636791153482,8857.832170007137,8000
1.502079224407164,1.0488392733448706,13153.862826103394,8000
1.075149652372611,1.0739791007950787,15613.039447051618,15000
1.4475382053028254,1.5003280847123113,11382.616678936176,8000
0.9788777542820226,0.677148739801851,20262.013995472073,15000
0.8813897933477157,1.30754714313224,15329.099454988916,15000
0.9036717170741904,0.6029643437257297,22271.093114673564,15000
0.8041864437374459,1.0924541848837563,17691.507549531412,15000
1.1193879488884888,0.9083463704334056,16547.7457674145,15000
1.1668472541074144,1.1528463198043983,14465.027785293003,8000
1.800312606067628,1.2035110271538425,11170.573274974313,8000
1.153155135495101,0.9746339457365363,15769.623171756075,15000
1.0722174725853306,1.0844153384874406,15558.713485078186,15000
0.9254358171634147,1.180502682503447,15933.244017006182,15000
1.0336319488964096,0.7220193382443707,19112.241847665602,15000
0.8344098953168086,1.0270341722608856,18026.022153684444,15000
2.1189601567615255,1.5411395517131434,9167.627844210743,8000
1.8801745160128018,1.6666610278102165,9460.385626967292,8000
1.6244916865072463,1.1701756826998493,12006.592401556569,8000
1.233697419705238,1.2971881608949234,13257.980628283905,8000
1.6088726747921962,1.1889252434939594,11993.157826264453,8000
1.2052840189527656,1.6794046756026215,11631.907478727682,8000
1.8698643418999155,1.4100773462699092,10230.191628413688,8000
2.1592382903768135,1.6292616958928825,8856.917545627075,8000
1.368618700876762,1.1916215037911022,13105.970267486273,8000
1.1235732645972212,0.975147084333275,15988.043388962838,15000
1.4315716345787322,1.0469506740083379,13538.07947733517,8000
0.9902457283014144,1.4469555801668346,13767.60790477687,8000
3.3552025170512247,2.2374011623402317,5999.787205313131,4000
1.2297414076311641,1.5128410279265072,12234.612008363245,8000
2.7051353557564624,1.9617816022066994,7189.849809250637,4000
1.1148861923045066,0.9679089676803836,16110.28902152981,15000
1.4135175717742627,0.9963423793437269,13923.809964323165,8000
0.8520869300614033,0.9691834183179155,18423.641514758558,15000
1.1121405636035284,1.6340815309476993,12218.3970723181,8000
0.8767896244171364,1.0288522131410818,17607.942551783373,15000
1.2104813275074624,1.3254887623143958,13231.398956427385,8000
0.9031462835399036,1.32022042057168,15091.721908918184,15000
0.9028971907582823,1.1952545863198933,15992.375940851578,15000
1.637593768039739,1.7656779774604712,9859.463042986654,8000
1.144167099307845,1.3322102484827836,13549.805739394504,8000
1.2620767665896022,1.1383012188673816,13978.81175518776,8000
0.9250183636521786,0.9405955714359352,17985.73186494515,15000
1.1022233414421954,1.062492959940121,15500.614089048642,15000
1.5237007232425537,1.2542308595966896,12078.926711976466,8000
0.8227661658194944,0.8824324242161127,19677.72680324544,15000
1.010017448251398,1.4295702610402994,13754.140452585776,8000
0.5815265092371081,0.634283936238332,27598.407403777986,15000
0.9923358232845573,1.387572010983272,14099.046827299895,8000
2.1024175969894525,1.8360208023253288,8519.730054896345,8000
1.077327532189646,1.2853767481216738,14201.706188799357,8000
0.9147281234584771,1.2725418723162374,15340.78191755896,15000
0.9611421499625044,1.186582250354161,15623.248492708217,15000
1.8753011201339198,1.9671511401373836,8732.556640178225,8000
2.4441231797091474,2.141409385903996,7317.4558287131795,4000
0.7901947375583662,0.80946222122864,20976.01727400591,15000
1.6177192545229453,1.200973752164084,11904.252048873686,8000
0.6289724923054714,0.7920676876736645,23612.58497313753,15000
2.2951286645057096,1.6340856812231372,8539.730604535356,8000
1.5477072227390902,1.587002204635879,10704.160234749015,8000
1.1473750796111482,1.6927333069652235,11814.489953479706,8000
1.4738289345552311,1.2282725745035403,12417.902098610679,8000
1.0096062534848311,1.3181590375800427,14414.869114510244,8000
0.8655754627584846,1.2596694482845532,15788.501280792148,15000
1.071147143104572,1.3032980450845475,14131.483079460102,8000
0.9535218586098511,1.002298121358098,17156.19655370832,15000
1.5276516064062078,1.308239555087609,11832.05916207485,8000
1.7465723138766343,1.6634818807975653,9839.853000695735,8000
1.4630052071081265,0.9835835490913358,13714.782230963714,8000
1.7636890753187,1.180085182756502,11398.439234243353,8000
1.31309458441664,1.3131784843408498,12776.444460086119,8000
1.5432614289646374,1.4095562252176173,11363.530000735002,8000
0.9704568588107853,1.31049199495319,14710.734063426791,8000
1.1236266846338578,0.8138186178920601,17318.90544535831,15000
1.0463906718962337,0.877907129335344,17437.234495889716,15000
1.0748583521464201,1.2445518132593512,14466.79526565315,8000
1.2431632708056601,1.6619209652755553,11550.244080103825,8000
1.0962144527072084,1.2179117642159412,14499.827950012943,8000
0.815952789071036,0.8042050035271829,20710.595074933623,15000
0.9832970833109138,1.3431947134598163,14422.759644618125,8000
1.0241869850990044,1.212654857216675,15000.806657507326,15000
1.5201715605813164,1.2111602052532962,12285.007782548444,8000
0.6262648527713457,0.5856111716846639,27688.00712520244,15000
1.536079967691074,1.3557873850849802,11603.032887310463,8000
1.3925326685693604,1.1216853702483136,13345.871949824674,8000
1.2632835288253412,1.516366245496707,12071.4603364677,8000
1.038571211552623,1.4633864129360155,13411.271106902943,8000
1.8718177216713672,1.3029594445198889,10569.066817453166,8000
1.1478592037644053,1.3172908446077618,13611.517084794605,8000
1.4381589642690011,1.2574590297826438,12447.769704032156,8000
1.1059639864347917,1.0724748095846404,15402.97210154014,15000
1.150802873331257,1.2528582586414891,13959.71817893524,8000
1.2276938585642887,1.037763110432797,14811.330543547909,8000
0.7738602305848273,0.8943186466672303,20114.408866795653,15000
1.4933366369944654,1.1451821760504837,12717.14714865987,8000
1.1049682498831361,0.943959347983,16376.58257663443,15000
1.7504602535283296,1.4005993769453446,10648.618539458113,8000
0.7722333431802415,0.9982675541163513,18951.94295085352,15000
0.6862133314757438,0.6115471152978958,25855.64391596278,15000
1.6888374561135442,1.6771864324029586,9968.566210856081,8000
0.8768933554349295,1.003891864689669,17840.65061813761,15000
0.953034218621574,1.278850812968865,15034.12206501029,15000
1.6795337822874863,1.9290258031460563,9298.566701086822,8000
1.4092314935525063,0.9733714210862574,14083.098695901379,8000
1.1627722404687617,1.1471255661952942,14526.370778480092,8000
1.3149442207236823,1.1096813631764706,13839.015897054802,8000
1.0134934125423742,1.5171142444976897,13259.436683775422,8000
1.6368096565911652,1.4952028593807063,10713.377366433664,8000
1.1500306975348311,1.3871750188734688,13224.955226531678,8000
2.1179011272602954,1.4487619816689428,9407.794057138608,8000
1.124535710201961,1.2079699325750948,14385.573772953647,8000
1.0708898807365599,1.0026974800385524,16181.827028236354,15000
0.8242635316377094,1.0281515113299113,18113.88442745793,15000
1.1857133726703237,1.0739447122839736,14849.34035968484,8000
0.6691764079373013,0.7327978943610216,23933.699743991474,15000
1.492048141565158,2.169679213097371,9163.552812656755,8000
1.2170573024195261,0.9974860815653133,15151.851276727893,15000
1.2982881921317404,1.1443248297938642,13737.10518154356,8000
1.2098635069785086,0.8846080874294919,16020.4760425429,15000
1.0886268505052417,1.378392139939422,13601.205394025785,8000
1.388185623218429,1.3670962598610525,12178.221112715113,8000
0.68503332815075,0.9276864510846506,20806.114262397365,15000
1.0313794611154943,0.7527813468204074,18806.84288700365,15000
1.4611700163806274,1.0089136257269173,13584.330274488364,8000
1.0212497673323033,1.4546099137207433,13552.638809372444,8000
1.1716563746996267,1.2572516217284206,13814.616300553645,8000
1.35147196109178,1.42483391725291,12085.999695395982,8000
0.8955985950238556,1.3315631946971176,15066.005601777058,15000
1.2758289810036876,1.222178777441773,13432.477095620117,8000
1.2002445005649638,1.32597536369008,13282.467007239236,8000
0.666618722123774,0.9411337263326767,20870.397076499237,15000
1.2208448263547,1.0289664178198301,14914.33207424978,8000
1.4704563527022236,1.5832238858552,10988.194368330887,8000
0.865175247628349,1.0839367539903004,17215.240567055436,15000
0.9547061248294754,0.9092368671719978,18001.855284195022,15000
0.8456702080162319,0.7459110395909221,21082.44995374698,15000
1.665175476986017,1.323941486777323,11225.5332952092,8000
0.9945282689953641,1.136520317952972,15745.503038037245,15000
1.1336404099213853,1.3865669084292345,13314.155448909698,8000
1.4390984374012052,1.502157075509435,11408.200291580528,8000
1.5905808794738978,1.8192090722734995,9840.615543724192,8000
1.2551853504000017,0.9399343562350204,15285.923541471364,15000
1.6253349214281154,1.2196605792680633,11794.195102167696,8000
0.8588913886819715,1.0180882537825364,17876.82255090547,15000
1.0512141880188601,0.8862119628580338,17319.076644450684,15000
0.842935350359401,1.11524815601027,17135.489034021874,15000
1.1343914237303871,1.6334052711045404,12123.156322361747,8000
1.1916174105369968,1.1043431221719433,14614.55086965718,8000
1.797902335494177,1.5830427838973256,9924.571625711298,8000
1.168012718010811,1.3213905370557917,13478.905810743092,8000
1.300840853711416,1.079692171449617,14095.344044945643,8000
1.3119919011643155,1.6304356801217148,11403.656019746306,8000
1.5595063245445306,1.4798151422203962,11040.106275995724,8000
1.0493176368812096,0.7167654994368216,18999.350206103554,15000
1.265196974404859,0.9717654291749316,14999.998187856509,8000
1.8802729648656489,2.261219995242239,8102.013530677568,8000
1.8384196091402851,2.0468302858326792,8636.36391662099,8000
1.0079654130536353,0.8352916609626324,18203.88076791065,15000
1.037631348145715,0.7104108516281533,19195.435902142806,15000
0.9479775277805415,1.1374695321704178,16089.802826636635,15000
0.9289171251503437,1.0573329136346126,16893.35750524449,15000
1.0122186597019351,0.8845789122511745,17690.04373273707,15000
1.4722714266326666,1.777544924630666,10325.024054653446,8000
1.437861878076475,1.0363184738472406,13561.837549114349,8000
1.455836721056324,1.607626267739137,10953.105071849894,8000
0.92496215631368,1.178971625342573,15948.425892750945,15000
1.2157302665844865,1.0225369520338428,14991.25382389015,8000
2.003128680622779,1.4405845347688802,9743.677798147835,8000
0.8347780665793489,0.7216204877410244,21559.02285237735,15000
1.0644523339025596,1.3371882176645458,13971.462956063615,8000
0.6641570249477221,0.6424658888653564,25680.272131520414,15000
0.6793096019444838,0.8557995444169864,21858.010604347597,15000
1.069344397112003,0.9094955812714149,16956.617193175854,15000
1.4737013550159128,1.6543446119860241,10726.962568315488,8000
2.5857818090945557,1.7320203431939962,7771.18330496344,4000
1.5367413001952381,1.0626930472157876,12908.359094900554,8000
1.7542544130424171,1.4647482356879542,10423.85970487922,8000
1.1395462852047196,1.467271765367534,12871.79670734368,8000
1.625945314270227,1.8831209969294953,9562.21086301672,8000
1.2898446338020608,1.5757793392530328,11709.293443768553,8000
1.1034562588170378,1.2895600031142525,14021.815285500737,8000
1.2255015779982772,1.1501337434641066,14124.403563483262,8000
1.4591973161066085,1.1227625815936508,12995.721595012683,8000
1.4744651311192194,2.20552507219233,9118.07644754191,8000
1.1252499747221711,1.6610096448860596,12042.823204220289,8000
1.8748554928099175,2.36421995494789,7915.507146198139,4000
1.6325043124403154,1.9813830671369472,9284.85823593237,8000
0.7245470924095346,0.9809436960281402,19674.355456787744,15000
1.3258161249328684,0.895137331394529,15108.120300497481,15000
1.8973681258738895,1.3892343383156722,10209.458663043428,8000
0.9165051785291584,1.2831638976526882,15254.309097368088,15000
1.450661389117818,1.9267261767012733,9935.025621456123,8000
2.204652844684381,1.5937220917892594,8833.891482853844,8000
0.8168455183552054,0.6021399602865686,23646.77616864527,15000
0.9649100616382796,0.887435401137003,18114.56484457654,15000
1.3641318093854715,1.511952285480192,11666.707541653877,8000
1.029679878815027,0.8974679210656009,17411.44711478717,15000
0.8654850341595023,0.7497554826615463,20773.644327619022,15000
0.8400742256941325,0.9679743929474447,18558.36820649774,15000
0.8924619760504249,0.789628833277821,19948.050256216655,15000
1.1574140263747805,1.1187097754940345,14741.918683179747,8000
1.4437548206020627,1.2914994328290075,12267.390484050877,8000
1.0991321401335197,1.3544356208643225,13675.771475882833,8000
1.0591666469702608,1.1646179821342368,15088.88565953985,15000
1.0815855523659148,1.1201913489311681,15239.705703258509,15000
1.1918122931042006,1.6109010069536676,11972.124298017638,8000
1.176638011087572,0.9991933319311637,15421.430575334382,15000
0.8831060218871332,0.8796143769669045,19035.595220781513,15000
1.9845762887223004,1.7745362748639897,8926.157818479427,8000
0.6916970827871103,0.8273092816279619,22089.724431747785,15000
1.2331746958345013,1.3047453868046481,13221.232705289596,8000
1.3424274824730125,1.327494925674416,12567.568217565664,8000
1.1812999016466184,1.2412829187094654,13850.685193527459,8000
1.0080391756441,1.0770032153917406,16092.925565571015,15000
1.2832883183626074,1.5606050513584078,11798.765859949128,8000
1.1155173969626446,1.2777741972661092,14020.202168809701,8000
0.7510938901379152,0.9034175050299653,20280.568691154458,15000
2.0603688057903455,1.9964183079842885,8271.18383561895,8000
1.6603166100102678,1.2694257405962406,11453.031695109175,8000
1.4090366139660868,1.4283949782323933,11825.63558263675,8000
1.4334198354342564,1.538789762429779,11289.389558567382,8000
0.8314293041115518,1.0688352140594803,17657.769052224103,15000
1.0179243034119576,0.9740242781483177,16845.02918931628,15000
1.6509015669581861,1.374837019452584,11089.666553052542,8000
1.7090569453928421,1.3583053789022612,10939.18111148183,8000
0.9116760753884777,1.2799832647441773,15310.058176271612,15000
1.9176935192466886,2.3473921262117776,7867.235218530562,4000
1.1259552909776047,1.2395538523229506,14184.866752694967,8000
0.9472159503826884,1.3090808269058178,14871.462095657414,8000
1.1327112914617898,0.9020298215871678,16490.76228165477,15000
0.8823607859774463,1.2611486907810752,15653.969512997912,15000
0.9416437348697415,0.6617059019868996,20927.70736255836,15000
1.2116793843411684,1.550183014606239,12149.204831054642,8000
1.2699801410711127,1.1426792139873603,13907.654194798992,8000
0.7582990143835454,0.842112790498534,20966.123779918216,15000
0.7217919754622943,0.7503518787726893,22792.902951347063,15000
0.7270592930517134,0.7529081134413144,22672.412819895486,15000
1.9496521887804805,1.5111619773137468,9695.531279527944,8000
0.8658523125411809,0.8841241926547264,19174.218568290795,15000
1.1694272891033881,0.8111095851855881,16942.089004046557,15000
2.5006442822355677,1.9094343557568187,7608.579064992611,4000
0.9562003327828292,1.1471984945376996,15952.482032494148,15000
1.0242032483489427,1.3102154371695662,14373.784877645916,8000
0.9145657162277299,1.2144479538655555,15760.552631176752,15000
1.1135919486386265,1.532544411976257,12680.53774530461,8000
1.5007633853370943,1.1200091861315342,12803.259758322627,8000
1.173536244352897,1.7221186708004033,11587.85593697845,8000
2.0556992206683775,1.7541301048888323,8807.332069945804,8000
1.2061543507237493,1.789820055104816,11199.839335983981,8000
0.9384336384768036,1.1764509429442107,15865.845490941358,15000
0.9138670509455648,1.180896758548882,16018.241220282525,15000
1.4006745361154407,1.0294917944198778,13807.463126447237,8000
1.164663610123257,0.9628079577660975,15771.976700628273,15000
1.2447387359272293,1.404821426284125,12664.15176321004,8000
1.8534329731845418,1.6173621149114303,9667.649961556064,8000
1.4076546743159515,1.5995589500974083,11157.980839005317,8000
1.4571714508301887,1.9958589493953445,9717.386790978848,8000
2.101500003074657,1.4289280302526097,9504.35235706433,8000
1.5194122967750974,1.2673986870078502,12040.440559212826,8000
1.0296059487996208,1.3257043469799998,14246.28935734062,8000
1.9795743939581412,1.789829165211359,8901.788167089473,8000
1.01859324088119,0.7703830914854615,18756.21906948907,15000
1.0790079311756506,1.5355926111297813,12833.483148601077,8000
1.1887287642592728,1.0970391087117342,14679.719842411841,8000
0.8488787038025415,0.9022766973693789,19161.310285508913,15000
1.1558803931431036,0.9940040419466225,15607.55148152863,15000
1.1922803954854622,1.3939888050623142,12974.067816642257,8000
1.0140390541976259,0.7038927540603801,19531.87654987564,15000
1.4092924345057016,1.0651907197741404,13560.17798786166,8000
1.7377262625758414,2.2613435768726693,8390.559141779655,8000
0.792651304347955,0.5374557110711009,25226.866418284797,15000
1.9420730550208427,1.8602314510696147,8824.761916425463,8000
1.2550539722933198,1.287168885287509,13198.855442567412,8000
1.3169591593690557,1.8776412411284331,10503.48331352323,8000
1.6977767832885167,1.713216601740209,9837.143674119854,8000
1.7478391531950725,1.7748444648452395,9525.247123574076,8000
1.6306291567705211,1.1901672562420897,11895.375307913082,8000
0.6824277185644783,0.9402753050986332,20678.110233783736,15000
1.1710827356346991,1.46557498024048,12726.123606401585,8000
0.9372416032697655,1.0779769462206308,16650.51763665294,15000
0.9630867295990511,0.7509370402255529,19576.409960425244,15000
1.378583043901407,1.0739708303724906,13681.425045121227,8000
1.22908774190978,1.3857954892564686,12832.095750996341,8000
1.333924778004517,1.3238804842347167,12624.86476218727,8000
2.0368210238618465,1.5611196689352047,9326.010311169044,8000
0.9970046006878208,1.482464490950075,13532.909973818025,8000
0.8984862454442301,1.1533584800399166,16353.299829782494,15000
0.6936625425775144,0.8671385888951896,21498.21096576186,15000
1.946463408512219,1.4683846960918283,9826.039393892937,8000
1.3459593209874359,1.8129595977640482,10622.125120343984,8000
1.2611823066291676,1.572767484727562,11840.164600776536,8000
1.831355560505831,1.622707339278946,9714.48203855546,8000
1.3157580277267982,1.5153257991421472,11852.1506433491,8000
1.4349606108577924,1.0640178935641467,13427.259154340654,8000
1.1258946604370654,1.6405601077324328,12129.036912539952,8000
0.8320478467645229,0.8382729816824541,20088.614970573097,15000
1.2074549023567756,1.1845855411448845,14027.535400229413,8000
1.1761138943944018,1.498139072191335,12547.216893560933,8000
0.5629238360939937,0.7122115266594329,26314.407850430256,15000
1.732965388331217,1.6784061786819175,9836.053136064264,8000
1.4803902476536752,1.3466298338425693,11869.18770744663,8000
1.0001839413851585,1.2088527187487759,15189.622067189048,15000
2.080878531659375,1.4182645800541533,9589.32828087972,8000
0.9444022733231505,0.992029454438897,17327.970575435247,15000
1.4532676998870504,1.0978358635379526,13152.908600445546,8000
0.9338033785083424,1.097292143902331,16520.361366448586,15000
1.7088025226140233,1.478073507266821,10528.94172392849,8000
0.9867911254795657,1.2971082083978747,14691.729842152761,8000
1.2536062546612448,1.8391208207049703,10849.464301995276,8000
1.147078135567632,0.8758527608836391,16587.03817261524,15000
1.4363501493522333,1.5437035193087465,11259.673727646968,8000
1.0638598920850628,1.073133249907517,15701.703173793576,15000
1.192958030467383,1.5605104881057479,12186.24138015864,8000
0.8555508865797746,0.7062438348571886,21484.534132070516,15000
1.0921067124597599,0.9767816698384921,16218.58012597355,15000
0.94382995230259,1.0332136246735035,16972.02448684607,15000
1.7953095029894632,1.4368592529608593,10381.398538745023,8000
1.4569013443897776,1.0374753820467857,13452.03057917216,8000
1.0556485711405246,1.5021655537354957,13118.401244901414,8000
0.7345278201229897,1.09973674689971,18293.125541024943,15000
1.390332689406625,1.454262971325143,11795.8529091506,8000
1.3427685869734662,1.944822390359989,10206.388882115682,8000
1.209055849117735,1.8002998809005133,11150.038416959278,8000
0.8143469341507653,0.9114020754034459,19443.40214841998,15000
1.1662176599868534,0.9368346706868318,15955.110346327558,15000
1.1819752570177209,1.3087108159818919,13471.963554037673,8000
0.8756355461074514,0.9303360662881153,18579.711757202575,15000
0.8742904416564348,0.8831501986534009,19092.78255570804,15000
1.331713523267434,1.2416903189603317,13038.929782179977,8000
1.6579983331297004,1.596345358745813,10310.660205856198,8000
1.3874991673220354,1.8942547367064702,10224.542418860347,8000
1.6297329892833272,1.5778490511461636,10460.973897804686,8000
0.9339681931237495,1.1184510462649615,16348.722208428426,15000
0.9982918155160522,1.3358281938590668,14375.624160380277,8000
1.7403828180963534,1.556086287929561,10178.900793780478,8000
1.2217112664748087,1.3824657413629609,12884.850722132753,8000
1.132907245321387,0.9881176978184603,15819.913909323426,15000
1.1071866136566808,1.5415954600976318,12667.871899495623,8000
1.092509875383536,0.9130217385827928,16730.94144531563,15000
1.3518560712761585,0.9164699208997926,14792.596882343192,8000
1.046775851284044,1.362089984816857,13929.556182469969,8000
1.035727821411908,1.3681369608385818,13958.535541498495,8000
1.2930285363528586,0.902318982214517,15284.337316169747,15000
0.9781499072740801,1.304166078330451,14701.922175387223,8000
1.110874861864578,1.4630084220803543,13036.500998045212,8000
0.926891552993872,1.3184165370452292,14944.244021058003,8000
1.6056805232295566,1.1252971187551748,12286.60077041656,8000
0.9877062237330855,0.9963028262711903,16912.43898304178,15000
0.8652150169060491,0.7470969498969087,20811.37688665479,15000
1.2874059069009318,1.3735430199704561,12609.949654107657,8000
1.9775240048223657,1.4862324985423279,9687.295272460757,8000
1.57780769437408,1.080906468611471,12620.54886047649,8000
1.4660887581285749,1.331067530256613,11995.908894805138,8000
0.9734008111403536,0.9823032916694647,17157.213073179806,15000
1.6456258943628668,1.8665515482351416,9553.740535153402,8000
1.1077110993100945,0.8864333396569535,16826.480241010497,15000
1.1363760022846106,1.0456595857054811,15377.582375229513,15000
2.1922205196455105,1.9366337266478455,8126.814365056167,8000
1.4511013247109372,1.0000429332132215,13689.293027745662,8000
1.3599905823604697,1.1615699453999435,13307.010333716718,8000
1.3286516548285596,1.2577342732754633,12973.482277100627,8000
1.6071222504677145,1.2350049250945494,11806.098012965185,8000
1.2094926653734173,1.499727055412444,12385.275266735061,8000
1.1994423662445368,1.1799021034297232,14102.38510130217,8000
1.3899552635983687,1.1043574309775044,13452.375908188013,8000
1.1235913552905095,0.8513760340530494,16989.866354782116,15000
0.8807514861531441,1.1576112041592883,16461.46299648808,15000
0.650189261983188,0.7327690178488072,24262.794105456505,15000
1.1952441745703164,1.4282336104862965,12790.057606405811,8000
1.0943868162113086,0.8880984378432679,16925.43837659045,15000
1.3181641611345527,1.08104564802002,13985.618044727744,8000
1.4225676267512237,1.0749817535228847,13434.942373919097,8000
1.224312145601335,1.4942892633621943,12342.534617015694,8000
1.599789610101306,1.2088649879194782,11946.799020301496,8000
0.8516208702158151,1.1952552069999691,16392.99631936763,15000
1.2121098867676674,0.8490374412525632,16279.492272990325,15000
1.249292128136212,1.2177601325614185,13601.021970451291,8000
0.9770120032575592,0.774988092733306,19152.072010031985,15000
1.1788435115513358,1.7021701186208869,11646.745315118196,8000
0.8685025498614002,0.7406405973959594,20852.359876863986,15000
1.0708333513207329,1.3030430120962384,14134.869244707234,8000
1.7619612746381317,1.7902431534847372,9446.086980340697,8000
0.7657948656319382,0.8450771924433178,20829.979533006725,15000
1.0774869687130437,1.1745327817673978,14899.705916363106,8000
1.004896973464564,1.1648525373867566,15464.657017866832,15000
1.0871739451480817,0.7766772139434157,18002.74224490948,15000
