Time Step,Network Latency (ms),Compute Latency (ms),Network Congestion,Packet Loss Rate (%),CPU Utilization (%),GPU Utilization (%),Predicted Network Latency (ms),Predicted Compute Latency (ms)
78,10.401783920828692,136.7905114832887,0.17320186991001518,0.7485415915122406,51.43214027517314,41.62964038480995,57.206745355761505,102.01978244543453
79,0.46393934782422974,163.9922031491849,0.43385164923797304,0.7412842941337818,73.58503422029284,48.01235436978531,62.38345445542837,118.20240060597466
80,-0.6344200913633316,170.24887662683494,0.39850473439737344,1.6255991345150052,70.90641202289478,36.58691725005882,66.09809036052249,107.72273981149445
81,1.1511427661953988,161.67730106267214,0.6158500980522165,1.8944971547677176,57.90813590164203,78.97900044069422,71.78948773488291,135.1372683033764
82,8.540612989902982,150.968376082061,0.6350936508676438,1.9720021276457418,45.67787960998145,62.64758494547267,72.56188365558158,115.95700776136887
83,5.949261898534743,155.79310023449287,0.04530400977204452,1.5067563705178832,73.57865977963998,67.35062755294692,58.43986204803031,133.66983193217752
84,1.9067938840688043,153.55847238123437,0.3746126146264712,0.7525191710618315,66.01538504518966,73.40441812340362,61.25484814783858,134.73122702131772
85,-0.6019913338538814,160.69847732215527,0.6258599157142364,0.16700143339733753,78.61591958678196,57.414320941098154,63.35220548127141,128.2394165462695
86,3.9750192546564875,165.43085356789072,0.5031362585800877,1.5542938318548738,66.00817505559966,34.7806158448083,67.83419433087613,103.82858020364648
87,5.61877480295491,164.702564441322,0.8564898411883223,1.11680849947161,82.609075015927,59.54085980002013,72.7138393211245,131.93722534797962
88,2.9699737841197162,156.23462726063795,0.658693631618945,0.8484440184939527,67.59534193872427,62.276261491148354,67.41609272484867,126.61868016228082
89,5.536310949686495,141.08615501377932,0.1629344270814297,1.812708770189472,68.04689857676931,70.99917108013815,62.322232392575955,133.82278615249518
90,6.0216986964266965,136.6210054931091,0.07056874740042984,0.22239496461230268,83.83268013291726,53.74127504263237,52.523349771070116,127.90936010056453
91,10.86492364909114,145.1849934363438,0.6424192782063156,0.9852502085817184,60.174143310619854,37.016916653756006,67.7746366070349,102.70060497831473
92,7.35465817970438,147.32593087764587,0.026511310541621813,0.022707289534838138,46.70076142253204,45.607674818929844,50.64376265850663,102.83652056640989
93,5.716347446715538,134.86854309052598,0.5857755812734633,0.9373212839882525,41.43913381566695,49.96952630192493,66.40211804541052,103.6951879493734
94,3.75580668105475,136.6003523490378,0.9402302414249576,0.1126065513636747,77.75686278368096,65.52544827323807,69.36763758531752,134.29879001043093
95,-3.561768059605839,140.45352614632617,0.575474177875879,0.23763583253614387,71.01547756767323,61.39280675679015,62.6976627201983,127.62198418926874
96,-2.0811666742829615,131.61495178431483,0.3881699262065219,0.2350524935542098,75.20398840496118,49.585319924381544,58.938660991901486,120.27025014198583
97,-0.7758903133835133,133.1522028437701,0.6432882184423532,1.2984206042321271,50.64820807544554,84.25833868361389,69.3578673900077,135.7307749846139
98,-0.7503230301712094,133.7342900282301,0.45825289049151663,1.4920897585308466,46.818573779338486,63.3176150646288,66.62550660248456,117.06337894137229
99,-1.923258697046947,122.30458704992388,0.5456167893159349,1.1667375301943193,40.7272332833941,43.0474735454797,66.74602343729029,97.80159547808081
