Day,Time,RequestCount,DeviationPercentage
Tuesday,12:00,49,0.0
Tuesday,12:05,50,0.4
Tuesday,12:10,50,0.8
Tuesday,12:15,50,1.2
Tuesday,12:20,50,1.7
Tuesday,12:25,51,2.1
Tuesday,12:30,51,2.5
Tuesday,12:35,51,2.9
Tuesday,12:40,51,3.3
Tuesday,12:45,51,3.8
Tuesday,12:50,52,4.2
Tuesday,12:55,52,4.6
Tuesday,13:00,52,5.0
Tuesday,13:05,53,6.2
Tuesday,13:10,53,7.5
Tuesday,13:15,54,8.8
Tuesday,13:20,55,10.0
Tuesday,13:25,55,11.2
Tuesday,13:30,56,12.5
Tuesday,13:35,57,13.8
Tuesday,13:40,57,15.0
Tuesday,13:45,58,16.2
Tuesday,13:50,58,17.5
Tuesday,13:55,59,18.8
Tuesday,14:00,59,20.0
Tuesday,14:05,61,22.5
Tuesday,14:10,62,25.0
Tuesday,14:15,63,27.5
Tuesday,14:20,65,30.0
Tuesday,14:25,66,32.5
Tuesday,14:30,67,35.0
Tuesday,14:35,68,37.5
Tuesday,14:40,70,40.0
Tuesday,14:45,71,42.5
Tuesday,14:50,72,45.0
Tuesday,14:55,73,47.5
Tuesday,15:00,75,50.0
Tuesday,15:05,76,51.7
Tuesday,15:10,76,53.3
Tuesday,15:15,77,55.0
Tuesday,15:20,78,56.7
Tuesday,15:25,79,58.3
Tuesday,15:30,79,60.0
Tuesday,15:35,81,61.7
Tuesday,15:40,81,63.3
Tuesday,15:45,82,65.0
Tuesday,15:50,83,66.7
Tuesday,15:55,84,68.3
Tuesday,16:00,84,70.0
Tuesday,16:05,84,68.3
Tuesday,16:10,83,66.7
Tuesday,16:15,82,65.0
Tuesday,16:20,81,63.3
Tuesday,16:25,80,61.7
Tuesday,16:30,79,60.0
Tuesday,16:35,79,58.3
Tuesday,16:40,78,56.7
Tuesday,16:45,77,55.0
Tuesday,16:50,76,53.3
Tuesday,16:55,76,51.7
Tuesday,17:00,75,50.0
Tuesday,17:05,74,49.2
Tuesday,17:10,74,48.3
Tuesday,17:15,74,47.5
Tuesday,17:20,73,46.7
Tuesday,17:25,73,45.8
Tuesday,17:30,72,45.0
Tuesday,17:35,71,44.2
Tuesday,17:40,71,43.3
Tuesday,17:45,71,42.5
Tuesday,17:50,71,41.7
Tuesday,17:55,70,40.8
Tuesday,18:00,69,40.0
Tuesday,18:05,69,39.2
Tuesday,18:10,68,38.3
Tuesday,18:15,68,37.5
Tuesday,18:20,68,36.7
Tuesday,18:25,67,35.8
Tuesday,18:30,67,35.0
Tuesday,18:35,66,34.2
Tuesday,18:40,66,33.3
Tuesday,18:45,66,32.5
Tuesday,18:50,65,31.7
Tuesday,18:55,65,30.8
Tuesday,19:00,65,30.0
Tuesday,19:05,64,29.2
Tuesday,19:10,64,28.3
Tuesday,19:15,63,27.5
Tuesday,19:20,63,26.7
Tuesday,19:25,63,25.8
Tuesday,19:30,62,25.0
Tuesday,19:35,61,24.2
Tuesday,19:40,61,23.3
Tuesday,19:45,61,22.5
Tuesday,19:50,60,21.7
Tuesday,19:55,60,20.8
Tuesday,20:00,60,20.0
Tuesday,20:05,59,19.2
Tuesday,20:10,59,18.3
Tuesday,20:15,58,17.5
Tuesday,20:20,58,16.7
Tuesday,20:25,58,15.8
Tuesday,20:30,57,15.0
Tuesday,20:35,56,14.2
Tuesday,20:40,56,13.3
Tuesday,20:45,56,12.5
Tuesday,20:50,55,11.7
Tuesday,20:55,55,10.8
Tuesday,21:00,54,10.0
Tuesday,21:05,55,10.8
Tuesday,21:10,55,11.7
Tuesday,21:15,56,12.5
Tuesday,21:20,56,13.3
Tuesday,21:25,57,14.2
Tuesday,21:30,57,15.0
Tuesday,21:35,57,15.8
Tuesday,21:40,58,16.7
Tuesday,21:45,58,17.5
Tuesday,21:50,58,18.3
Tuesday,21:55,59,19.2
Tuesday,22:00,60,20.0
Tuesday,22:05,60,21.7
Tuesday,22:10,61,23.3
Tuesday,22:15,62,25.0
Tuesday,22:20,63,26.7
Tuesday,22:25,64,28.3
Tuesday,22:30,64,30.0
Tuesday,22:35,65,31.7
Tuesday,22:40,66,33.3
Tuesday,22:45,67,35.0
Tuesday,22:50,68,36.7
Tuesday,22:55,68,38.3
Tuesday,23:00,70,40.0
Tuesday,23:05,70,41.7
Tuesday,23:10,71,43.3
Tuesday,23:15,72,45.0
Tuesday,23:20,73,46.7
Tuesday,23:25,74,48.3
Tuesday,23:30,74,50.0
Tuesday,23:35,76,51.7
Tuesday,23:40,76,53.3
Tuesday,23:45,77,55.0
Tuesday,23:50,78,56.7
Tuesday,23:55,79,58.3
Wednesday,00:00,80,60.0
Wednesday,00:05,79,58.3
Wednesday,00:10,78,56.7
Wednesday,00:15,77,55.0
Wednesday,00:20,76,53.3
Wednesday,00:25,75,51.7
Wednesday,00:30,74,50.0
Wednesday,00:35,74,48.3
Wednesday,00:40,73,46.7
Wednesday,00:45,72,45.0
Wednesday,00:50,71,43.3
Wednesday,00:55,70,41.7
Wednesday,01:00,70,40.0
Wednesday,01:05,68,37.5
Wednesday,01:10,67,35.0
Wednesday,01:15,66,32.5
Wednesday,01:20,65,30.0
Wednesday,01:25,63,27.5
Wednesday,01:30,62,25.0
Wednesday,01:35,61,22.5
Wednesday,01:40,59,20.0
Wednesday,01:45,58,17.5
Wednesday,01:50,57,15.0
Wednesday,01:55,56,12.5
Wednesday,02:00,55,10.0
Wednesday,02:05,53,7.5
Wednesday,02:10,52,5.0
Wednesday,02:15,51,2.5
Wednesday,02:20,50,0.0
Wednesday,02:25,48,-2.5
Wednesday,02:30,47,-5.0
Wednesday,02:35,46,-7.5
Wednesday,02:40,44,-10.0
Wednesday,02:45,44,-12.5
Wednesday,02:50,42,-15.0
Wednesday,02:55,41,-17.5
Wednesday,03:00,39,-20.0
Wednesday,03:05,39,-21.7
Wednesday,03:10,38,-23.3
Wednesday,03:15,37,-25.0
Wednesday,03:20,36,-26.7
Wednesday,03:25,36,-28.3
Wednesday,03:30,34,-30.0
Wednesday,03:35,34,-31.7
Wednesday,03:40,33,-33.3
Wednesday,03:45,32,-35.0
Wednesday,03:50,31,-36.7
Wednesday,03:55,30,-38.3
Wednesday,04:00,29,-40.0
Wednesday,04:05,28,-42.5
Wednesday,04:10,27,-45.0
Wednesday,04:15,26,-47.5
Wednesday,04:20,25,-50.0
Wednesday,04:25,23,-52.5
Wednesday,04:30,22,-55.0
Wednesday,04:35,21,-57.5
Wednesday,04:40,20,-60.0
Wednesday,04:45,18,-62.5
Wednesday,04:50,17,-65.0
Wednesday,04:55,16,-67.5
Wednesday,05:00,15,-70.0
Wednesday,05:05,14,-71.7
Wednesday,05:10,13,-73.3
Wednesday,05:15,12,-75.0
Wednesday,05:20,11,-76.7
Wednesday,05:25,11,-78.3
Wednesday,05:30,10,-80.0
Wednesday,05:35,9,-81.7
Wednesday,05:40,8,-83.3
Wednesday,05:45,7,-85.0
Wednesday,05:50,6,-86.7
Wednesday,05:55,5,-88.3
Wednesday,06:00,5,-90.0
Wednesday,06:05,5,-88.3
Wednesday,06:10,6,-86.7
Wednesday,06:15,7,-85.0
Wednesday,06:20,8,-83.3
Wednesday,06:25,9,-81.7
Wednesday,06:30,10,-80.0
Wednesday,06:35,10,-78.3
Wednesday,06:40,11,-76.7
Wednesday,06:45,12,-75.0
Wednesday,06:50,13,-73.3
Wednesday,06:55,14,-71.7
Wednesday,07:00,15,-70.0
Wednesday,07:05,16,-67.5
Wednesday,07:10,17,-65.0
Wednesday,07:15,18,-62.5
Wednesday,07:20,20,-60.0
Wednesday,07:25,21,-57.5
Wednesday,07:30,22,-55.0
Wednesday,07:35,23,-52.5
Wednesday,07:40,24,-50.0
Wednesday,07:45,26,-47.5
Wednesday,07:50,27,-45.0
Wednesday,07:55,28,-42.5
Wednesday,08:00,30,-40.0
Wednesday,08:05,30,-38.3
Wednesday,08:10,31,-36.7
Wednesday,08:15,32,-35.0
Wednesday,08:20,33,-33.3
Wednesday,08:25,34,-31.7
Wednesday,08:30,35,-30.0
Wednesday,08:35,35,-28.3
Wednesday,08:40,36,-26.7
Wednesday,08:45,37,-25.0
Wednesday,08:50,38,-23.3
Wednesday,08:55,39,-21.7
Wednesday,09:00,40,-20.0
Wednesday,09:05,41,-18.3
Wednesday,09:10,41,-16.7
Wednesday,09:15,42,-15.0
Wednesday,09:20,43,-13.3
Wednesday,09:25,44,-11.7
Wednesday,09:30,44,-10.0
Wednesday,09:35,45,-8.3
Wednesday,09:40,46,-6.7
Wednesday,09:45,47,-5.0
Wednesday,09:50,48,-3.3
Wednesday,09:55,49,-1.7
Wednesday,10:00,49,0.0
Wednesday,10:05,49,0.0
Wednesday,10:10,50,0.0
Wednesday,10:15,50,0.0
Wednesday,10:20,49,0.0
Wednesday,10:25,50,0.0
Wednesday,10:30,50,0.0
Wednesday,10:35,49,0.0
Wednesday,10:40,50,0.0
Wednesday,10:45,49,0.0
Wednesday,10:50,50,0.0
Wednesday,10:55,50,0.0
Wednesday,11:00,50,0.0
Wednesday,11:05,50,0.4
Wednesday,11:10,50,0.8
Wednesday,11:15,50,1.2
Wednesday,11:20,50,1.7
Wednesday,11:25,50,2.1
Wednesday,11:30,51,2.5
Wednesday,11:35,51,2.9
Wednesday,11:40,51,3.3
Wednesday,11:45,52,3.8
Wednesday,11:50,52,4.2
Wednesday,11:55,52,4.6
Wednesday,12:00,52,5.0
Wednesday,12:05,52,5.4
Wednesday,12:10,53,5.8
Wednesday,12:15,53,6.2
Wednesday,12:20,53,6.7
Wednesday,12:25,53,7.1
Wednesday,12:30,53,7.5
Wednesday,12:35,54,7.9
Wednesday,12:40,54,8.3
Wednesday,12:45,54,8.8
Wednesday,12:50,54,9.2
Wednesday,12:55,54,9.6
Wednesday,13:00,54,10.0
Wednesday,13:05,55,11.7
Wednesday,13:10,56,13.3
Wednesday,13:15,57,15.0
Wednesday,13:20,58,16.7
Wednesday,13:25,59,18.3
Wednesday,13:30,59,20.0
Wednesday,13:35,60,21.7
Wednesday,13:40,61,23.3
Wednesday,13:45,62,25.0
Wednesday,13:50,63,26.7
Wednesday,13:55,64,28.3
Wednesday,14:00,64,30.0
Wednesday,14:05,66,32.5
Wednesday,14:10,67,35.0
Wednesday,14:15,68,37.5
Wednesday,14:20,70,40.0
Wednesday,14:25,71,42.5
Wednesday,14:30,72,45.0
Wednesday,14:35,73,47.5
Wednesday,14:40,75,50.0
Wednesday,14:45,76,52.5
Wednesday,14:50,77,55.0
Wednesday,14:55,78,57.5
Wednesday,15:00,80,60.0
Wednesday,15:05,80,61.7
Wednesday,15:10,81,63.3
Wednesday,15:15,82,65.0
Wednesday,15:20,83,66.7
Wednesday,15:25,84,68.3
Wednesday,15:30,84,70.0
Wednesday,15:35,85,71.7
Wednesday,15:40,86,73.3
Wednesday,15:45,87,75.0
Wednesday,15:50,88,76.7
Wednesday,15:55,89,78.3
Wednesday,16:00,90,80.0
Wednesday,16:05,89,78.3
Wednesday,16:10,88,76.7
Wednesday,16:15,87,75.0
Wednesday,16:20,86,73.3
Wednesday,16:25,85,71.7
Wednesday,16:30,85,70.0
Wednesday,16:35,84,68.3
Wednesday,16:40,83,66.7
Wednesday,16:45,82,65.0
Wednesday,16:50,81,63.3
Wednesday,16:55,80,61.7
Wednesday,17:00,80,60.0
Wednesday,17:05,79,58.3
Wednesday,17:10,78,56.7
Wednesday,17:15,77,55.0
Wednesday,17:20,76,53.3
Wednesday,17:25,76,51.7
Wednesday,17:30,75,50.0
Wednesday,17:35,74,48.3
Wednesday,17:40,73,46.7
Wednesday,17:45,72,45.0
Wednesday,17:50,71,43.3
Wednesday,17:55,70,41.7
Wednesday,18:00,70,40.0
Wednesday,18:05,69,39.2
Wednesday,18:10,69,38.3
Wednesday,18:15,68,37.5
Wednesday,18:20,68,36.7
Wednesday,18:25,68,35.8
Wednesday,18:30,67,35.0
Wednesday,18:35,67,34.2
Wednesday,18:40,66,33.3
Wednesday,18:45,66,32.5
Wednesday,18:50,65,31.7
Wednesday,18:55,65,30.8
Wednesday,19:00,64,30.0
Wednesday,19:05,64,29.2
Wednesday,19:10,64,28.3
Wednesday,19:15,63,27.5
Wednesday,19:20,63,26.7
Wednesday,19:25,62,25.8
Wednesday,19:30,62,25.0
Wednesday,19:35,62,24.2
Wednesday,19:40,61,23.3
Wednesday,19:45,61,22.5
Wednesday,19:50,60,21.7
Wednesday,19:55,60,20.8
Wednesday,20:00,60,20.0
Wednesday,20:05,59,19.2
Wednesday,20:10,59,18.3
Wednesday,20:15,58,17.5
Wednesday,20:20,58,16.7
Wednesday,20:25,57,15.8
Wednesday,20:30,57,15.0
Wednesday,20:35,57,14.2
Wednesday,20:40,56,13.3
Wednesday,20:45,56,12.5
Wednesday,20:50,55,11.7
Wednesday,20:55,55,10.8
Wednesday,21:00,55,10.0
Wednesday,21:05,55,10.8
Wednesday,21:10,56,11.7
Wednesday,21:15,56,12.5
Wednesday,21:20,56,13.3
Wednesday,21:25,57,14.2
Wednesday,21:30,57,15.0
Wednesday,21:35,57,15.8
Wednesday,21:40,58,16.7
Wednesday,21:45,58,17.5
Wednesday,21:50,59,18.3
Wednesday,21:55,59,19.2
Wednesday,22:00,60,20.0
Wednesday,22:05,61,22.1
Wednesday,22:10,61,24.2
Wednesday,22:15,63,26.2
Wednesday,22:20,64,28.3
Wednesday,22:25,65,30.4
Wednesday,22:30,66,32.5
Wednesday,22:35,67,34.6
Wednesday,22:40,68,36.7
Wednesday,22:45,69,38.8
Wednesday,22:50,70,40.8
Wednesday,22:55,71,42.9
Wednesday,23:00,72,45.0
Wednesday,23:05,71,43.8
Wednesday,23:10,71,42.5
Wednesday,23:15,70,41.2
Wednesday,23:20,69,40.0
Wednesday,23:25,69,38.8
Wednesday,23:30,68,37.5
Wednesday,23:35,67,36.2
Wednesday,23:40,67,35.0
Wednesday,23:45,67,33.8
Wednesday,23:50,66,32.5
Wednesday,23:55,65,31.2
Thursday,00:00,65,30.0
Thursday,00:05,64,29.2
Thursday,00:10,63,28.3
Thursday,00:15,63,27.5
Thursday,00:20,63,26.7
Thursday,00:25,62,25.8
Thursday,00:30,62,25.0
Thursday,00:35,62,24.2
Thursday,00:40,61,23.3
Thursday,00:45,61,22.5
Thursday,00:50,61,21.7
Thursday,00:55,60,20.8
Thursday,01:00,60,20.0
Thursday,01:05,59,18.3
Thursday,01:10,58,16.7
Thursday,01:15,57,15.0
Thursday,01:20,56,13.3
Thursday,01:25,55,11.7
Thursday,01:30,54,10.0
Thursday,01:35,54,8.3
Thursday,01:40,53,6.7
Thursday,01:45,52,5.0
Thursday,01:50,51,3.3
Thursday,01:55,50,1.7
Thursday,02:00,49,0.0
Thursday,02:05,49,-1.7
